Position,Gross
ADMIN; STRS SCHOOL SOCIAL WORKER,"$51,175.90"
DRIVER; TRANS DRIVER,"$51,162.66"
ADMIN; STRS SCHOOL SOCIAL WORKER,"$51,020.90"
INTERVENTION SPECIALIST; TEACHER,"$51,014.35"
DRIVER; TRANS DRIVER,"$50,987.24"
TEACHER,"$50,937.35"
CMF; FIELD SERVICE TECH,"$50,921.18"
TEACHER,"$50,796.92"
TEACHER,"$50,785.60"
TEACHER,"$50,785.60"
TEACHER,"$50,762.00"
ADMIN,"$50,746.50"
INT-AIDE; INTERVENTION AIDE,"$50,697.28"
INTERVENTION SPECIALIST,"$50,645.32"
TEACHER,"$50,601.42"
INT-AIDE; INTERVENTION AIDE,"$50,556.24"
CLAS-NON; SECRETARY 226,"$50,538.48"
TEACHER,"$50,523.92"
INTERVENTION SPECIALIST; TEACHER,"$50,509.74"
CLINIC AIDE; INT-AIDE,"$50,489.39"
ADMIN,"$50,470.00"
CMF; CUSTODIAN,"$50,449.11"
FOOD SVC MANAGER; FOOD-SVC,"$50,353.10"
CLAS-NON; MONITOR/AIDE,"$50,297.04"
INTERVENTION AIDE,"$50,274.16"
INT-AIDE; INTERVENTION AIDE,"$50,100.63"
CLAS-NON; SECRETARY 183,"$50,096.24"
CLINIC AIDE; INT-AIDE,"$50,020.33"
INT-AIDE; INTERVENTION AIDE,"$50,010.33"
CMF; CUSTODIAN,"$50,000.24"
CLINIC AIDE; INT-AIDE,"$49,969.44"
DRIVER; TRANS DRIVER,"$49,928.73"
CLINIC AIDE; INT-AIDE,"$49,832.08"
INT-AIDE; INTERVENTION AIDE,"$49,733.12"
CLAS-NON,"$49,718.74"
CMF; CUSTODIAN,"$49,675.64"
DRIVER; TRANS DRIVER,"$49,633.43"
DRIVER; TRANS DRIVER,"$49,586.63"
INT-AIDE; INTERVENTION AIDE,"$49,585.02"
TECHNOLOGY SPECIALIST,"$49,511.57"
TEACHER; TEACHER PT/JS,"$49,476.00"
TEACHER,"$49,472.24"
DRIVER; TRANS DRIVER,"$49,361.49"
CMF; FIELD SERVICE TECH,"$49,349.89"
SECRETARY 226,"$49,334.26"
SECRETARY 226,"$49,334.26"
TEACHER,"$49,275.10"
TEACHER; TEACHER PT/JS,"$49,247.35"
CLAS-NON; SECRETARY 226,"$49,227.58"
ADMIN,"$49,208.80"
CMF; CUSTODIAN,"$49,158.10"
CMF; CUSTODIAN,"$49,139.07"
TEACHER; TEACHER PT/JS,"$49,073.00"
CMF; CUSTODIAN,"$49,062.21"
INT-AIDE; INTERVENTION AIDE,"$48,922.06"
CMF; CUSTODIAN,"$48,915.97"
DRIVER; TRANS DRIVER,"$48,906.27"
TEACHER,"$48,824.11"
TEACHER,"$48,804.74"
TEACHER,"$48,727.24"
TEACHER,"$48,727.24"
TEACHER,"$48,727.24"
TEACHER,"$48,727.24"
TEACHER,"$48,649.74"
TEACHER,"$48,649.74"
DRIVER; TRANS DRIVER,"$48,641.00"
INT-AIDE; INTERVENTION AIDE,"$48,640.00"
TEACHER,"$48,572.24"
TEACHER,"$48,572.24"
TEACHER,"$48,572.24"
TEACHER; TEACHER PT/JS,"$48,534.86"
CMF; CUSTODIAN,"$48,515.29"
FOOD SVC MANAGER; FOOD-SVC,"$48,482.40"
SECRETARY 183,"$48,463.28"
TEACHER,"$48,432.97"
TEACHER,"$48,414.16"
INTERVENTION AIDE,"$48,367.44"
INT-AIDE; INTERVENTION AIDE,"$48,326.77"
CMF; CUSTODIAN,"$48,265.29"
CMF; CUSTODIAN,"$48,216.16"
CLINIC AIDE; INT-AIDE,"$48,195.68"
INT-AIDE; INTERVENTION AIDE,"$48,194.57"
CLAS-NON; SECRETARY 183,"$48,144.27"
INTERVENTION SPECIALIST; TEACHER,"$48,117.74"
CMF; MAINTENANCE,"$48,108.03"
FOOD SVC MANAGER; FOOD-SVC,"$48,105.34"
CMF; CUSTODIAN,"$48,101.12"
INT-AIDE; INTERVENTION AIDE,"$48,097.94"
ADMIN; MS & HS ASST PRINCIPAL,"$48,025.80"
ADMIN; MS & HS ASST PRINCIPAL,"$48,010.80"
SECRETARY 226,"$47,964.70"
SECRETARY 226,"$47,964.70"
INT-AIDE; INTERVENTION AIDE,"$47,896.32"
CLAS-NON; SECRETARY 183,"$47,886.34"
CLINIC AIDE; INT-AIDE,"$47,809.93"
TEACHER,"$47,772.24"
INT-AIDE; INTERVENTION AIDE,"$47,764.08"
CMF,"$47,745.66"
CLAS-NON; SECRETARY 260,"$47,722.74"
INTERVENTION SPECIALIST; TEACHER,"$47,674.74"
TEACHER; TEACHER PT/JS,"$47,610.32"
FOOD SVC MANAGER; FOOD-SVC,"$47,597.41"
TEACHER; TEACHER PT/JS,"$47,591.83"
CLINIC AIDE; INT-AIDE,"$47,556.74"
CMF; CUSTODIAN,"$47,383.68"
STRS SCHOOL SOCIAL WORKER,"$47,301.32"
EL SPECIALIST PT/JS; TEACHER,"$47,178.09"
INT-AIDE; INTERVENTION AIDE,"$47,145.78"
DRIVER; TRANS DRIVER,"$47,076.47"
TEACHER; TEACHER PT/JS,"$47,067.06"
CMF; FIELD SERVICE TECH,"$47,018.75"
INT-AIDE; INTERVENTION AIDE,"$47,002.36"
DRIVER; TRANS DRIVER,"$46,911.82"
TEACHER; TEACHER PT/JS,"$46,882.48"
CLAS-NON; SECRETARY 183,"$46,859.30"
DRIVER; TRANS DRIVER,"$46,800.01"
DRIVER; TRANS DRIVER,"$46,752.48"
INT-AIDE; INTERVENTION AIDE,"$46,696.95"
INT-AIDE; INTERVENTION AIDE,"$46,656.59"
INT-AIDE; INTERVENTION AIDE,"$46,596.29"
CLINIC AIDE,"$46,565.04"
INTERVENT SPECIAL PT/JS; TEACHER,"$46,551.22"
INTERVENTION SPECIALIST; TEACHER,"$46,548.98"
ADMIN; HS PRINCIPAL,"$46,512.85"
TEACHER,"$46,487.13"
DRIVER,"$46,326.25"
INT-AIDE; INTERVENTION AIDE,"$46,296.19"
DRIVER; TRANS DRIVER,"$46,280.41"
DRIVER; TRANS DRIVER,"$46,234.21"
FOOD SVC MANAGER; FOOD-SVC,"$46,166.03"
TEACHER,"$46,164.67"
DRIVER; TRANS DRIVER,"$46,113.64"
CMF; CUSTODIAN,"$45,956.41"
INT-AIDE; INTERVENTION AIDE,"$45,951.04"
TEACHER; TEACHER PT/JS,"$45,914.61"
CLAS-NON; LIBRARY AIDE,"$45,820.56"
CLAS-NON; SECRETARY 183,"$45,751.11"
DRIVER; TRANS DRIVER,"$45,677.30"
DRIVER; TRANS DRIVER,"$45,663.08"
INT-AIDE; INTERVENTION AIDE,"$45,627.91"
INT-AIDE; INTERVENTION AIDE,"$45,601.48"
CMF; CUSTODIAN,"$45,575.53"
CLAS-NON; INT-AIDE; LIBRARY AIDE,"$45,569.12"
ADMIN,"$45,490.03"
CLINIC AIDE; INT-AIDE,"$45,387.22"
MONITOR/AIDE,"$45,288.00"
SECRETARY 226,"$45,279.82"
SECRETARY 226,"$45,279.82"
CLAS-NON,"$45,245.49"
CMF; CUSTODIAN,"$45,189.05"
CMF; CUSTODIAN,"$45,087.55"
TEACHER,"$44,924.00"
CMF; CUSTODIAN,"$44,915.02"
DRIVER; TRANS DRIVER,"$44,861.94"
CMF; FIELD SERVICE TECH,"$44,788.21"
CMF; CUSTODIAN,"$44,753.42"
CLAS-NON; SECRETARY 183,"$44,741.18"
INT-AIDE,"$44,731.52"
ADMIN; STRS MENTAL HEALTH SPC,"$44,666.67"
TEACHER; TEACHER PT/JS,"$44,595.14"
DRIVER; TRANS DRIVER,"$44,591.23"
CLAS-NON; SECRETARY 183,"$44,575.60"
TEACHER,"$44,520.08"
CMF; CUSTODIAN,"$44,492.77"
DRIVER; TRANS DRIVER,"$44,455.27"
INT-AIDE; INTERVENTION AIDE,"$44,419.20"
INT-AIDE; INTERVENTION AIDE,"$44,369.02"
CLINIC AIDE,"$44,357.68"
TEACHER; TEACHER PT/JS,"$44,300.45"
DRIVER; TRANS DRIVER,"$44,296.28"
FOOD SVC MANAGER; FOOD-SVC,"$44,206.33"
CLAS-NON; MECHANIC; SUB-CLAS,"$44,139.21"
DRIVER; TRANS DRIVER,"$44,079.26"
DRIVER; TRANS DRIVER,"$44,078.31"
DRIVER; TRANS DRIVER,"$44,057.03"
DRIVER; TRANS DRIVER,"$44,020.69"
LIBRARY AIDE,"$43,900.48"
DRIVER; TRANS DRIVER,"$43,783.12"
CMF; CUSTODIAN,"$43,741.69"
INT-AIDE; INTERVENTION AIDE,"$43,636.90"
TEACHER,"$43,633.00"
CLINIC AIDE; INT-AIDE,"$43,625.34"
TEACHER; TEACHER PT/JS,"$43,528.61"
INT-AIDE; INTERVENTION AIDE,"$43,499.40"
TEACHER; TEACHER PT/JS,"$43,483.62"
FOOD SVC MANAGER; FOOD-SVC,"$43,467.21"
INT-AIDE; INTERVENTION AIDE,"$43,378.24"
INTERVENTION AIDE,"$43,135.92"
INT-AIDE; INTERVENTION AIDE,"$43,120.34"
DRIVER; TRANS DRIVER,"$43,065.91"
TEACHER; TEACHER PT/JS,"$43,026.22"
DRIVER; TRANS DRIVER,"$42,974.87"
CLAS-NON; SECRETARY 183,"$42,964.33"
CMF; FIELD SERVICE TECH; SUB-CLAS,"$42,922.89"
CLAS-NON; SECRETARY 260; SUP-ACAD,"$42,814.87"
DRIVER; TRANS DRIVER,"$42,717.57"
ADMIN,"$42,705.80"
FOOD SVC MANAGER; FOOD-SVC,"$42,701.84"
CMF,"$42,689.96"
CMF; CUSTODIAN,"$42,504.12"
INT-AIDE; INTERVENTION AIDE,"$42,491.89"
FOOD SVC MANAGER; FOOD-SVC,"$42,474.11"
CMF; CUSTODIAN,"$42,425.45"
ADMIN; MS & HS ASST PRINCIPAL,"$42,416.70"
CLINIC AIDE; INT-AIDE,"$42,332.11"
ADMIN,"$42,283.53"
INT-AIDE; INTERVENTION AIDE,"$42,243.92"
CMF; CUSTODIAN,"$42,135.66"
INT-AIDE,"$42,125.62"
TEACHER,"$42,093.11"
INT-AIDE; INTERVENTION AIDE,"$42,066.96"
DRIVER; TRANS DRIVER,"$42,024.60"
CMF; CUSTODIAN,"$41,952.06"
INT-AIDE; INTERVENTION AIDE,"$41,948.56"
CLAS-NON; SECRETARY 183,"$41,914.31"
DRIVER; TRANS DRIVER,"$41,826.71"
TEACHER; TEACHER PT/JS,"$41,790.98"
DRIVER; TRANS DRIVER,"$41,743.38"
DRIVER; TRANS DRIVER,"$41,688.23"
CLERKS,"$41,647.32"
CLAS-NON; JOB COACH AIDE,"$41,579.79"
ADMIN,"$41,463.30"
TEACHER,"$41,420.63"
TEACHER,"$41,349.62"
INT-AIDE; INTERVENTION AIDE,"$41,293.92"
CLAS-NON,"$41,269.52"
CLAS-NON; SECRETARY 183,"$41,252.73"
FOOD SVC MANAGER; FOOD-SVC,"$41,214.88"
DRIVER; TRANS DRIVER,"$41,172.60"
INT-AIDE; INTERVENTION AIDE,"$41,166.40"
CLAS-NON; SECRETARY 183,"$41,134.16"
CMF; CUSTODIAN,"$41,083.36"
DRIVER; SUB-CLAS; TRANS DRIVER,"$41,066.86"
CLAS-NON; SECRETARY 183,"$40,979.41"
DRIVER; TRANS DRIVER,"$40,975.48"
DRIVER; TRANS DRIVER,"$40,951.09"
TEACHER; TEACHER PT/JS,"$40,872.83"
INT-AIDE; INTERVENTION AIDE,"$40,865.44"
INT-AIDE; INTERVENTION AIDE,"$40,850.26"
INT-AIDE; INTERVENTION AIDE,"$40,781.04"
INT-AIDE; INTERVENTION AIDE,"$40,760.40"
CMF; CUSTODIAN,"$40,758.82"
ADMIN,"$40,725.54"
INT-AIDE; INTERVENTION AIDE,"$40,666.40"
DRIVER; TRANS DRIVER,"$40,625.50"
CMF; CUSTODIAN,"$40,601.73"
DRIVER; TRANS DRIVER,"$40,592.69"
INT-AIDE; INTERVENTION AIDE,"$40,580.26"
SECRETARY 260,"$40,501.52"
ADMIN; ASST DIRECTOR STRS,"$40,500.00"
INTERVENTION AIDE,"$40,437.12"
TEACHER,"$40,429.96"
DRIVER; TRANS DRIVER,"$40,414.66"
INT-AIDE; INTERVENTION AIDE,"$40,348.14"
DRIVER; TRANS DRIVER,"$40,227.77"
ADMIN,"$40,226.10"
CLAS-NON; SECRETARY 183,"$40,151.92"
CLERKS,"$40,124.41"
CLAS-NON; MONITOR/AIDE,"$40,103.20"
DRIVER; TRANS DRIVER,"$40,064.22"
INT-AIDE; INTERVENTION AIDE,"$40,039.09"
INT-AIDE; INTERVENTION AIDE,"$40,035.12"
CLAS-NON; SECRETARY 183,"$40,030.56"
INT-AIDE; INTERVENTION AIDE,"$39,985.28"
CLAS-NON; SECRETARY 183,"$39,952.83"
TEACHER; TEACHER PT/JS,"$39,891.56"
INT-AIDE; INTERVENTION AIDE,"$39,880.99"
INT-AIDE; INTERVENTION AIDE,"$39,765.52"
CMF; CUSTODIAN,"$39,755.30"
INT-AIDE; INTERVENTION AIDE,"$39,741.22"
INT-AIDE; INTERVENTION AIDE,"$39,687.27"
CMF; CUSTODIAN,"$39,685.30"
CMF; CUSTODIAN,"$39,671.58"
INT-AIDE; INTERVENTION AIDE,"$39,653.36"
INT-AIDE,"$39,585.05"
CLERKS,"$39,574.16"
CLERKS,"$39,574.16"
FOOD SVC MANAGER; FOOD-SVC,"$39,572.52"
INT-AIDE; INTERVENTION AIDE,"$39,542.72"
INT-AIDE; INTERVENTION AIDE,"$39,540.40"
DRIVER; TRANS DRIVER,"$39,527.41"
FOOD SVC WORKER; FOOD-SVC,"$39,519.61"
FOOD-SVC,"$39,474.67"
TEACHER; TEACHER PT/JS,"$39,457.82"
FOOD SVC WORKER; FOOD-SVC,"$39,417.97"
DRIVER; TRANS DRIVER,"$39,396.45"
FOOD-SVC; SECRETARY 260,"$39,386.32"
MONITOR/AIDE,"$39,366.96"
DRIVER; TRANS DRIVER,"$39,363.52"
INT-AIDE; INTERVENTION AIDE,"$39,342.47"
INT-AIDE; INTERVENTION AIDE,"$39,287.77"
ADMIN; ES ASST PRINCIPAL,"$39,166.70"
CLAS-NON; MONITOR/AIDE,"$39,155.76"
DRIVER; TRANS DRIVER,"$39,144.43"
DRIVER; TRANS DRIVER,"$39,112.16"
TEACHER,"$39,081.68"
FOOD SVC MANAGER; FOOD-SVC,"$39,039.26"
CMF; CUSTODIAN,"$39,006.46"
DRIVER; TRANS DRIVER,"$38,947.43"
INT-AIDE; INTERVENTION AIDE,"$38,876.12"
TEACHER; TEACHER PT 185,"$38,823.32"
DRIVER; TRANS DRIVER,"$38,692.67"
DRIVER; TRANS DRIVER,"$38,663.14"
CLAS-NON; SECRETARY 183,"$38,635.44"
INT-AIDE; INTERVENTION AIDE,"$38,635.28"
INT-AIDE; INTERVENTION AIDE,"$38,626.96"
INT-AIDE; INTERVENTION AIDE,"$38,608.18"
CLAS-NON; MONITOR/AIDE,"$38,603.76"
DRIVER; TRANS DRIVER,"$38,570.52"
DRIVER; TRANS DRIVER,"$38,556.85"
INT-AIDE; INTERVENTION AIDE,"$38,532.60"
INT-AIDE; INTERVENTION AIDE,"$38,526.88"
INT-AIDE; INTERVENTION AIDE,"$38,497.68"
TEACHER; TEACHER PT 185,"$38,475.00"
CLAS-NON,"$38,457.12"
INT-AIDE; INTERVENTION AIDE,"$38,456.99"
CLAS-NON; MONITOR/AIDE,"$38,436.21"
INTERVENTION AIDE,"$38,418.48"
INTERVENTION AIDE,"$38,418.48"
DRIVER; TRANS DRIVER,"$38,409.98"
INT-AIDE; INTERVENTION AIDE,"$38,360.06"
FOOD SVC WORKER; FOOD-SVC,"$38,313.24"
TEACHER,"$38,287.56"
FOOD SVC MANAGER; FOOD-SVC,"$38,175.93"
DRIVER; TRANS DRIVER,"$38,172.50"
CLAS-NON; SECRETARY 183,"$38,136.52"
CLAS-NON,"$38,119.82"
INT-AIDE; INTERVENTION AIDE,"$38,082.78"
INT-AIDE; INTERVENTION AIDE,"$38,000.52"
INT-AIDE; LT-PLCMT,"$37,848.72"
ADMIN; ES ASST PRINCIPAL,"$37,830.23"
INT-AIDE; INTERVENTION AIDE,"$37,785.10"
FOOD-SVC,"$37,759.25"
CLAS-NON; SECRETARY 183,"$37,730.10"
INT-AIDE; INTERVENTION AIDE,"$37,604.40"
INT-AIDE; INTERVENTION AIDE,"$37,601.36"
INT-AIDE; INTERVENTION AIDE,"$37,576.67"
INT-AIDE; INTERVENTION AIDE,"$37,550.24"
CLAS-NON; SECRETARY 183,"$37,518.08"
INT-AIDE; INTERVENTION AIDE,"$37,449.04"
FOOD-SVC,"$37,409.39"
DRIVER; TRANS DRIVER,"$37,404.11"
DRIVER; TRANS DRIVER,"$37,397.00"
INT-AIDE; INTERVENTION AIDE,"$37,387.60"
ADMIN; ES ASST PRINCIPAL,"$37,337.50"
INT-AIDE; INTERVENTION AIDE,"$37,315.40"
TEACHER; TEACHER PT/JS,"$37,246.18"
INTERVENTION AIDE,"$37,238.56"
TEACHER; TEACHER PT/JS,"$37,231.00"
CLAS-NON; JOB COACH AIDE,"$37,226.25"
DRIVER; TRANS DRIVER,"$37,145.09"
TEACHER,"$37,134.70"
FOOD SVC WORKER; FOOD-SVC,"$37,075.99"
TEACHER; TEACHER PT/JS,"$37,054.12"
INT-AIDE; INTERVENTION AIDE,"$37,024.68"
CLAS-NON,"$36,984.68"
CLAS-NON; SECRETARY 183,"$36,951.25"
FOOD SVC MANAGER; FOOD-SVC,"$36,930.05"
TEACHER; TEACHER PT/JS,"$36,911.20"
INT-AIDE; INTERVENTION AIDE,"$36,900.76"
TEACHER; TEACHER PT 185,"$36,844.34"
DRIVER; TRANS DRIVER,"$36,840.86"
CLAS-NON; SECRETARY 183,"$36,790.18"
INT-AIDE; INTERVENTION AIDE,"$36,772.38"
INT-AIDE; INTERVENTION AIDE,"$36,761.00"
TEACHER,"$36,688.68"
INT-AIDE; INTERVENTION AIDE,"$36,656.22"
CLAS-NON; MONITOR/AIDE,"$36,611.95"
DRIVER; TRANS DRIVER,"$36,599.80"
INT-AIDE; INTERVENTION AIDE,"$36,555.55"
DRIVER; INTERVENTION SPECIALIST-0,"$36,555.04"
FOOD SVC WORKER; FOOD-SVC,"$36,536.68"
CMF,"$36,492.79"
DRIVER; TRANS DRIVER,"$36,478.93"
DRIVER; TRANS DRIVER,"$36,477.72"
ADMIN; SUPERVISOR STRS,"$36,416.70"
DRIVER; TRANS DRIVER,"$36,407.75"
FOOD SVC WORKER; FOOD-SVC,"$36,398.26"
DRIVER; TRANS DRIVER,"$36,384.37"
CMF,"$36,366.96"
INT-AIDE; INTERVENTION AIDE,"$36,355.02"
INT-AIDE; INTERVENTION AIDE,"$36,328.12"
INT-AIDE; INTERVENTION AIDE,"$36,280.81"
INT-AIDE; INTERVENTION AIDE,"$36,278.18"
INT-AIDE; INTERVENTION AIDE,"$36,223.52"
CLAS-NON,"$36,154.19"
INT-AIDE; INTERVENTION AIDE,"$36,150.18"
DRIVER; TRANS DRIVER,"$36,146.15"
INT-AIDE; INTERVENTION AIDE,"$36,125.67"
INT-AIDE; INTERVENTION AIDE,"$36,093.10"
CLAS-NON; LIBRARY AIDE,"$36,083.44"
LIBRARY AIDE,"$36,053.44"
INT-AIDE; INTERVENTION AIDE,"$36,041.88"
GUIDANCE COUNSELOR HS 200; TEACHER,"$36,009.28"
CLAS-NON,"$35,997.20"
INT-AIDE; INTERVENTION AIDE,"$35,970.52"
DRIVER,"$35,862.74"
DRIVER; TRANS DRIVER,"$35,799.07"
LT-PLCMT; SUB-CLAS,"$35,759.24"
CMF; MAINTENANCE,"$35,664.51"
DRIVER; TRANS DRIVER,"$35,651.72"
INT-AIDE; INTERVENTION AIDE,"$35,622.35"
DRIVER; TRANS DRIVER,"$35,615.77"
FOOD SVC WORKER; FOOD-SVC,"$35,588.66"
INT-AIDE; INTERVENTION AIDE,"$35,584.66"
INT-AIDE; INTERVENTION AIDE,"$35,517.90"
INT-AIDE; INTERVENTION SPECIALIST-0,"$35,517.44"
INT-AIDE; INTERVENTION AIDE,"$35,502.06"
INT-AIDE,"$35,482.10"
ADMIN; ES ASST PRINCIPAL,"$35,478.80"
INT-AIDE; INTERVENTION AIDE,"$35,478.28"
INT-AIDE; INTERVENTION AIDE,"$35,406.58"
INT-AIDE; INTERVENTION AIDE,"$35,391.90"
DRIVER; TRANS DRIVER,"$35,381.38"
INT-AIDE; INTERVENTION AIDE,"$35,369.14"
FOOD SVC WORKER; FOOD-SVC,"$35,310.37"
INT-AIDE; INTERVENTION AIDE,"$35,298.44"
FOOD SVC WORKER; FOOD-SVC,"$35,267.73"
INT-AIDE; INTERVENTION AIDE,"$35,256.16"
INT-AIDE; INTERVENTION AIDE,"$35,256.16"
INT-AIDE; INTERVENTION AIDE,"$35,256.16"
DRIVER; TRANS DRIVER,"$35,189.12"
INT-AIDE; INTERVENTION AIDE,"$35,185.94"
INT-AIDE; INTERVENTION AIDE,"$35,182.44"
FOOD SVC MANAGER; FOOD-SVC,"$35,171.56"
ADMIN,"$35,000.00"
INT-AIDE; INTERVENTION AIDE,"$34,970.43"
INT-AIDE; INTERVENTION AIDE,"$34,919.31"
INT-AIDE,"$34,892.48"
INT-AIDE; INTERVENTION AIDE,"$34,858.40"
DRIVER; TRANS DRIVER,"$34,849.15"
FOOD SVC MANAGER; FOOD-SVC,"$34,810.71"
DRIVER; TRANS DRIVER,"$34,788.47"
FOOD SVC WORKER; FOOD-SVC,"$34,787.60"
INT-AIDE; INTERVENTION AIDE,"$34,670.40"
INT-AIDE; INTERVENTION AIDE,"$34,624.89"
INT-AIDE; INTERVENTION AIDE,"$34,614.48"
CLAS-NON,"$34,589.70"
INT-AIDE; INTERVENTION AIDE,"$34,574.16"
TEACHER,"$34,545.32"
CMF,"$34,527.71"
INT-AIDE; INTERVENTION AIDE,"$34,514.01"
DRIVER; TRANS DRIVER,"$34,512.54"
INT-AIDE; INTERVENTION AIDE,"$34,506.42"
CMF; MAINTENANCE,"$34,501.70"
INT-AIDE; INTERVENTION AIDE; LT-PLCMT,"$34,500.64"
CMF; CUSTODIAN-0,"$34,496.99"
INT-AIDE,"$34,477.92"
CLAS-NON; MONITOR/AIDE,"$34,458.31"
INT-AIDE; INTERVENTION AIDE,"$34,454.93"
CLAS-NON; SECRETARY 183,"$34,429.00"
EL SPECIALIST; TEACHER,"$34,416.12"
FOOD SVC WORKER; FOOD-SVC,"$34,340.05"
TEACHER,"$34,311.65"
INTERVENTION SPECIALIST-0; TEACHER,"$34,289.71"
INT-AIDE; INTERVENTION AIDE,"$34,125.92"
DRIVER; SUB-CLAS; TRANS DRIVER,"$34,057.64"
ADMIN; ES ASST PRINCIPAL,"$34,041.70"
TEACHER; TEACHER PT 185,"$34,011.24"
INT-AIDE,"$34,004.96"
CLAS-NON; SECRETARY 183,"$33,984.57"
INT-AIDE; INTERVENTION AIDE,"$33,966.68"
FOOD SVC MANAGER; FOOD-SVC,"$33,953.01"
DRIVER; TRANS DRIVER,"$33,934.02"
DRIVER; TRANS DRIVER,"$33,933.69"
INT-AIDE; INTERVENTION AIDE,"$33,907.60"
DRIVER; TRANS DRIVER,"$33,893.88"
INT-AIDE; INTERVENTION AIDE,"$33,892.60"
INT-AIDE; INTERVENTION AIDE,"$33,891.85"
INT-AIDE; INTERVENTION AIDE,"$33,841.15"
INT-AIDE; INTERVENTION AIDE,"$33,747.26"
DRIVER; TRANS DRIVER,"$33,720.53"
INT-AIDE,"$33,687.04"
INT-AIDE; INTERVENTION AIDE,"$33,674.38"
INTERVENTION AIDE,"$33,655.20"
INT-AIDE; INTERVENTION AIDE,"$33,624.30"
TEACHER,"$33,583.94"
DRIVER; TRANS DRIVER,"$33,544.80"
EL SPECIALIST; TEACHER,"$33,443.62"
DRIVER; TRANS DRIVER,"$33,435.10"
INT-AIDE; INTERVENTION AIDE,"$33,371.46"
INTERVENTION SPECIALIST; TEACHER,"$33,366.12"
INT-AIDE; INTERVENTION AIDE,"$33,351.54"
INT-AIDE; INTERVENTION AIDE,"$33,342.96"
INT-AIDE; INTERVENTION AIDE,"$33,256.76"
INT-AIDE; INTERVENTION AIDE,"$33,250.72"
DRIVER; TRANS DRIVER,"$33,223.62"
INT-AIDE; INTERVENTION AIDE,"$33,158.48"
TEACHER,"$33,141.24"
INT-AIDE; INTERVENTION AIDE,"$33,121.99"
CMF; CUSTODIAN-0,"$33,107.64"
DRIVER; TRANS DRIVER,"$33,093.85"
INTERVENTION AIDE,"$33,066.24"
INTERVENTION AIDE,"$33,066.24"
INTERVENTION AIDE,"$33,066.24"
DRIVER; TRANS DRIVER,"$33,010.89"
INT-AIDE; INTERVENTION AIDE,"$32,994.89"
DRIVER; TRANS DRIVER,"$32,987.51"
INT-AIDE; INTERVENTION AIDE,"$32,737.11"
INT-AIDE; INTERVENTION AIDE,"$32,717.90"
FOOD SVC MANAGER; FOOD-SVC,"$32,689.22"
FOOD SVC WORKER; FOOD-SVC,"$32,633.72"
DRIVER; TRANS DRIVER,"$32,616.22"
INT-AIDE; INTERVENTION AIDE,"$32,528.40"
INT-AIDE; INTERVENTION AIDE,"$32,519.16"
DRIVER; TRANS DRIVER,"$32,468.06"
CLAS-NON; SECRETARY 183,"$32,447.90"
INT-AIDE; INTERVENTION AIDE,"$32,428.24"
INT-AIDE; INTERVENTION AIDE,"$32,428.24"
INT-AIDE; INTERVENTION AIDE,"$32,407.78"
INT-AIDE; INTERVENTION AIDE,"$32,405.51"
CLAS-NON,"$32,386.09"
INT-AIDE; INTERVENTION AIDE,"$32,382.78"
INT-AIDE; INTERVENTION AIDE,"$32,360.14"
INT-AIDE; INTERVENTION AIDE,"$32,356.24"
INT-AIDE; INTERVENTION AIDE,"$32,313.90"
FOOD SVC WORKER; FOOD-SVC,"$32,303.27"
CLAS-NON; SECRETARY 226,"$32,294.94"
LIBRARY AIDE,"$32,282.62"
INTERVENTION AIDE,"$32,246.40"
INTERVENTION AIDE,"$32,246.40"
CLAS-NON; SECRETARY 183,"$32,199.16"
CLAS-NON; JOB COACH AIDE,"$32,116.56"
CLAS-NON; SECRETARY 183,"$32,089.20"
CMF,"$32,089.00"
FOOD-SVC; INT-AIDE; INTERVENTION AIDE,"$32,088.02"
TEACHER,"$32,004.32"
INT-AIDE; INTERVENTION AIDE,"$31,948.81"
INT-AIDE; INTERVENTION AIDE,"$31,868.78"
DRIVER; TRANS DRIVER,"$31,815.34"
INT-AIDE; INTERVENTION AIDE,"$31,800.38"
INTERVENTION AIDE,"$31,777.60"
TEACHER,"$31,702.78"
INT-AIDE; INTERVENTION AIDE,"$31,697.20"
CMF,"$31,687.30"
INT-AIDE; INTERVENTION AIDE,"$31,679.52"
INT-AIDE; INTERVENTION AIDE,"$31,659.00"
INT-AIDE; INTERVENTION AIDE,"$31,642.79"
INT-AIDE; INTERVENTION AIDE,"$31,635.84"
INT-AIDE; INTERVENTION AIDE,"$31,630.04"
INT-AIDE; INTERVENTION AIDE,"$31,615.54"
INT-AIDE; INTERVENTION AIDE,"$31,588.52"
INT-AIDE; INTERVENTION AIDE,"$31,587.04"
INT-AIDE; INTERVENTION AIDE,"$31,587.04"
INT-AIDE; SUB-CLAS,"$31,551.40"
GUIDANCE COUNSELOR HS 200; TEACHER,"$31,543.17"
TEACHER,"$31,530.64"
INT-AIDE; INTERVENTION AIDE,"$31,519.78"
TEACHER,"$31,505.64"
INTERVENTION SPECIALIST; TEACHER,"$31,505.64"
INTERVENTION SPECIALIST; TEACHER,"$31,505.64"
TEACHER,"$31,505.64"
INT-AIDE; INTERVENTION AIDE,"$31,498.88"
INT-AIDE; INTERVENTION AIDE,"$31,498.88"
INT-AIDE; INTERVENTION AIDE,"$31,498.88"
INT-AIDE; INTERVENTION AIDE,"$31,498.88"
